content;level;topic;
Ist das der Kuchen, der so gut schmeckt?;B1.1;Relativpronomen: der, das, die;
Wo ist das Paket, das heute Morgen geliefert wurde?;B1.1;Relativpronomen: der, das, die;
Sind das die Blumen, die du zum Geburtstag bekommen hast?;B1.1;Relativpronomen: der, das, die;
Wie heisst die Firma, die dich interviewt hat?;B1.1;Relativpronomen: der, das, die;
Der Hund, der den ganzen Tag bellt, gehört den Nachbarn.;B1.1;Relativpronomen: der, das, die;
Das Auto, das vor dem Haus parkt, hat einen platten Reifen.;B1.1;Relativpronomen: der, das, die;
Die Frau, die neben mir sitzt, liest ein spannendes Buch.;B1.1;Relativpronomen: der, das, die;
Die Schuhe, die ich gestern gekauft habe, sind sehr bequem.;B1.1;Relativpronomen: der, das, die;
Ich suche eine Wohnung, die nicht zu teuer ist.;B1.1;Relativsatz;
Ich habe einen Kollegen, auf den ich mich immer verlassen kann.;B1.1;Relativsatz;
Ich erinnere mich gerne an die Zeit, in der ich im Ausland gelebt habe.;B1.1;Relativsatz;
Das ist ein Thema, über das ich nicht gerne spreche.;B1.1;Relativsatz;
Gibt es einen Grund, warum du so wütend bist?;B1.1;Relativsatz;
Ist das der Stuhl, dessen Lehne kaputt ist?;B1.1;Relativsatz;
Wie heisst der Film, von dem alle reden?;B1.1;Relativsatz;
Kennen Sie ein Restaurant, in dem man gut vegetarisch essen kann?;B1.1;Relativsatz;
Das ist der Moment, auf den wir alle gewartet haben.;B1.1;Relativsatz;
Die Stadt, in der ich geboren wurde, ist sehr klein.;B1.1;Relativsatz;
Der Baum, unter dem wir sassen, war sehr alt.;B1.1;Relativsatz;
Das ist das Hotel, dessen Pool wir benutzen durften.;B1.1;Relativsatz;
Die Rechnung muss bis Ende des Monats bezahlt werden.;B1.1;Passiv Präsens mit Modalverben;
Ich finde, die Fenster sollten dringend geputzt werden.;B1.1;Passiv Präsens mit Modalverben;
Ich denke, dieses Problem kann nicht so einfach gelöst werden.;B1.1;Passiv Präsens mit Modalverben;
Ich weiss, dass die Ergebnisse bald bekannt gegeben werden sollen.;B1.1;Passiv Präsens mit Modalverben;
Darf hier geraucht werden?;B1.1;Passiv Präsens mit Modalverben;
Bis wann muss der Antrag eingereicht werden?;B1.1;Passiv Präsens mit Modalverben;
Kann der Termin noch verschoben werden?;B1.1;Passiv Präsens mit Modalverben;
Sollte die Öffentlichkeit über diese Risiken informiert werden?;B1.1;Passiv Präsens mit Modalverben;
Der defekte Aufzug kann zurzeit nicht benutzt werden.;B1.1;Passiv Präsens mit Modalverben;
Die Daten müssen absolut vertraulich behandelt werden.;B1.1;Passiv Präsens mit Modalverben;
Nicht alle Fragen konnten beantwortet werden.;B1.1;Passiv Präsens mit Modalverben;
Die Medikamente dürfen nicht ohne Rezept verkauft werden.;B1.1;Passiv Präsens mit Modalverben;
Ich habe den Schlüssel des Autos auf den Tisch gelegt.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Die Meinung eines Experten ist mir in dieser Sache wichtig.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Ich bewundere die Architektur des neuen Museums.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Ich habe die Hilfe eines Freundes in Anspruch genommen.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Kennen Sie den Namen des Geschäftsführers?;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Was ist der Titel des Buches, das du liest?;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Ist das die Lösung eines alten Problems?;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Wie hoch ist der Preis eines guten Fahrrads?;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Das Dach des Hauses ist undicht.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Der Beginn einer neuen Ära wurde eingeläutet.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Die Blätter des Baumes im Garten sind schon gelb.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Der Erfolg des Projekts hängt von vielen Faktoren ab.;B1.1;Genitiv mit definiten und indefiniten Artikeln;
Wenn ich du wäre, würde ich mich für den Fehler entschuldigen.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Wenn ich mehr Geld hätte, würde ich weniger arbeiten.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Ich würde dir helfen, wenn ich Zeit hätte.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Wenn wir ein grösseres Auto hätten, könnten wir alle zusammen fahren.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Was würdest du tun, wenn du im Lotto gewinnen würdest?;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Würdest du umziehen, wenn du einen Job in einer anderen Stadt finden würdest?;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Was würdest du ändern, wenn du der Chef wärst?;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Würdest du das Buch kaufen, wenn es nicht so teuer wäre?;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Wenn das Wetter besser wäre, würden wir eine Fahrradtour machen.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Er würde pünktlicher sein, wenn er früher aufstehen würde.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Wenn die Prüfung einfacher wäre, hätten mehr Studenten bestanden.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Sie wäre glücklicher, wenn sie einen anderen Job hätte.;B1.1;Konjunktiv II Irreale Bedingungen mit wenn;
Wegen des starken Regens wurde das Fussballspiel abgesagt.;B1.1;Präposition: wegen + Genitiv;
Ich konnte wegen des Lärms nicht schlafen.;B1.1;Präposition: wegen + Genitiv;
Ich rufe wegen unseres Termins am Freitag an.;B1.1;Präposition: wegen + Genitiv;
Wir mussten wegen des Staus einen Umweg fahren.;B1.1;Präposition: wegen + Genitiv;
Hat der Flug wegen des schlechten Wetters Verspätung?;B1.1;Präposition: wegen + Genitiv;
Musstet ihr das Projekt wegen fehlender Finanzierung stoppen?;B1.1;Präposition: wegen + Genitiv;
Ist die Strasse wegen eines Unfalls gesperrt?;B1.1;Präposition: wegen + Genitiv;
Haben Sie wegen dieser Angelegenheit schon mit einem Anwalt gesprochen?;B1.1;Präposition: wegen + Genitiv;
Wegen der Bauarbeiten ist die Bibliothek geschlossen.;B1.1;Präposition: wegen + Genitiv;
Er wurde wegen seines grossen Engagements befördert.;B1.1;Präposition: wegen + Genitiv;
Der Park ist wegen einer Veranstaltung heute nicht zugänglich.;B1.1;Präposition: wegen + Genitiv;
Sie konnte wegen ihrer Krankheit nicht an der Reise teilnehmen.;B1.1;Präposition: wegen + Genitiv;
Ich habe vor, am Wochenende Sport zu treiben.;B1.1;Infinitiv mit zu;
Ich versuche, pünktlich zu sein.;B1.1;Infinitiv mit zu;
Ich habe vergessen, die Rechnung zu bezahlen.;B1.1;Infinitiv mit zu;
Es macht mir Spass, neue Kulturen kennenzulernen.;B1.1;Infinitiv mit zu;
Hast du Lust, heute Abend etwas essen zu gehen?;B1.1;Infinitiv mit zu;
Ist es schwer, eine neue Sprache zu lernen?;B1.1;Infinitiv mit zu;
Wann hast du Zeit, mir zu helfen?;B1.1;Infinitiv mit zu;
Hast du daran gedacht, die Blumen zu giessen?;B1.1;Infinitiv mit zu;
Es ist wichtig, die Meinung anderer zu respektieren.;B1.1;Infinitiv mit zu;
Er hat versprochen, das Rauchen aufzugeben.;B1.1;Infinitiv mit zu;
Sie plant, nach dem Studium eine Weltreise zu machen.;B1.1;Infinitiv mit zu;
Es ist verboten, im Gebäude zu fotografieren.;B1.1;Infinitiv mit zu;
Während des Unterrichts soll man nicht mit dem Handy spielen.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Ich muss die Aufgabe innerhalb einer Woche erledigen.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Ich habe während der Reise viele interessante Leute getroffen.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Ich bin ausserhalb der Geschäftszeiten telefonisch nicht erreichbar.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Darf man während der Vorstellung essen?;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Müssen wir innerhalb oder ausserhalb des Gebäudes warten?;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Was ist während meiner Abwesenheit passiert?;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Kann die Ware innerhalb von 24 Stunden geliefert werden?;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Während des Sommers ist das Schwimmbad täglich geöffnet.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Ausserhalb der Saison sind die Hotels viel günstiger.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Innerhalb eines Jahres hat sich hier viel verändert.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Während des Fluges gab es starke Turbulenzen.;B1.1;Temporale Präpositionen: während, ausserhalb, innerhalb + Genitiv;
Es freut mich, dass du kommen konntest.;B1.1;Verben und Ausdrücke mit es;
Ich finde es wichtig, ehrlich zu sein.;B1.1;Verben und Ausdrücke mit es;
Es tut mir leid, aber ich kann Ihnen nicht helfen.;B1.1;Verben und Ausdrücke mit es;
Ich habe es eilig.;B1.1;Verben und Ausdrücke mit es;
Wie geht es Ihnen?;B1.1;Verben und Ausdrücke mit es;
Gibt es eine Möglichkeit, den Termin zu verschieben?;B1.1;Verben und Ausdrücke mit es;
Worum geht es in diesem Projekt?;B1.1;Verben und Ausdrücke mit es;
Wie spät ist es?;B1.1;Verben und Ausdrücke mit es;
Es regnet seit Stunden.;B1.1;Verben und Ausdrücke mit es;
Es ist schade, dass der Urlaub schon vorbei ist.;B1.1;Verben und Ausdrücke mit es;
Es handelt sich hierbei um ein Missverständnis.;B1.1;Verben und Ausdrücke mit es;
In diesem Text geht es um die globale Erwärmung.;B1.1;Verben und Ausdrücke mit es;
Ich lerne Deutsch, um bessere Berufschancen zu haben.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Ich schreibe die Adresse auf, damit ich sie nicht vergesse.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Ich mache Sport, um fit zu bleiben.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Ich wiederhole die Frage langsam, damit alle sie verstehen.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Wofür brauchst du das Geld? Um eine Reise zu machen?;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Soll ich dir helfen, damit du schneller fertig wirst?;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Warum machst du eine Diät? Um abzunehmen?;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Sollen wir die Heizung anmachen, damit es wärmer wird?;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Er braucht eine Brille, um besser lesen zu können.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Sie schliesst das Fenster, damit kein Lärm hereinkommt.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Man muss viel üben, um ein Instrument gut spielen zu können.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Der Lehrer erklärt die Regel noch einmal, damit jeder Schüler sie versteht.;B1.1;Konjunktionen: um … zu + Infinitiv, damit;
Ich bin gegangen, ohne ein Wort zu sagen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Ich nehme lieber die Treppe, statt den Aufzug zu benutzen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Ich habe die Prüfung bestanden, ohne viel zu lernen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Ich lese ein Buch, statt fernzusehen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Kannst du das Problem lösen, ohne jemanden um Hilfe zu bitten?;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Warum reparierst du das nicht selbst, statt einen Handwerker zu rufen?;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Bist du wirklich gereist, ohne eine Kamera mitzunehmen?;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Sollen wir nicht lieber spazieren gehen, statt zu Hause zu bleiben?;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Er verliess die Party, ohne sich zu verabschieden.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Sie fährt mit dem Fahrrad zur Arbeit, statt mit dem Auto zu fahren.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Er hat den Vertrag unterschrieben, ohne ihn genau durchzulesen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Statt sich zu beschweren, sollte man nach einer Lösung suchen.;B1.1;Konjunktion: statt/ohne … zu + Infinitiv;
Ich mag nicht nur den Sommer, sondern auch den Winter.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Die Reise war zwar anstrengend, aber auch sehr interessant.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Am Wochenende werde ich entweder meine Freunde besuchen oder zu Hause entspannen.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Ich möchte nicht nur mein Englisch verbessern, sondern auch Spanisch lernen.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Möchtest du entweder Tee oder Kaffee?;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
War der Film zwar lang, aber trotzdem spannend?;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Lernst du nicht nur Vokabeln, sondern auch Grammatik?;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Nehmen wir entweder den Bus oder die U-Bahn?;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Er ist nicht nur ein talentierter Musiker, sondern auch ein begabter Maler.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Das Auto ist zwar alt, aber es fährt noch sehr gut.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Man kann entweder bar oder mit Karte bezahlen.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Dieses Restaurant bietet nicht nur leckeres Essen, sondern auch eine tolle Atmosphäre.;B1.1;Zweiteilige Konjunktionen: nicht nur … sondern auch, zwar … aber, entweder … oder;
Ich hätte dich angerufen, wenn ich deine Nummer gehabt hätte.;B1.1;Konjunktiv II Vergangenheit;
Ich wäre pünktlich gewesen, wenn der Bus keine Verspätung gehabt hätte.;B1.1;Konjunktiv II Vergangenheit;
Wir hätten die Wanderung gemacht, wenn das Wetter besser gewesen wäre.;B1.1;Konjunktiv II Vergangenheit;
Wenn ich mehr gelernt hätte, hätte ich die Prüfung bestanden.;B1.1;Konjunktiv II Vergangenheit;
Was hättest du gemacht, wenn du an meiner Stelle gewesen wärst?;B1.1;Konjunktiv II Vergangenheit;
Wärst du mitgekommen, wenn ich dich gefragt hätte?;B1.1;Konjunktiv II Vergangenheit;
Hättet ihr das Haus gekauft, wenn es billiger gewesen wäre?;B1.1;Konjunktiv II Vergangenheit;
Was wäre passiert, wenn die Polizei nicht so schnell gekommen wäre?;B1.1;Konjunktiv II Vergangenheit;
Er hätte den Zug erreicht, wenn er fünf Minuten früher losgegangen wäre.;B1.1;Konjunktiv II Vergangenheit;
Sie hätte den Job bekommen, wenn sie mehr Erfahrung gehabt hätte.;B1.1;Konjunktiv II Vergangenheit;
Wenn wir davon gewusst hätten, hätten wir anders reagiert.;B1.1;Konjunktiv II Vergangenheit;
Das Experiment wäre gelungen, wenn sie sorgfältiger gearbeitet hätten.;B1.1;Konjunktiv II Vergangenheit;
Wenn ich doch nur mehr Zeit gehabt hätte!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Ich wünschte, ich wäre nicht so müde gewesen.;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Ach, wenn ich das doch früher gewusst hätte!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Ich wünschte, ich hätte im Urlaub besseres Wetter gehabt.;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Wäre ich doch nur zu Hause geblieben!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Hättest du dir nicht auch gewünscht, du hättest das Konzert gesehen?;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Wäre es nicht schöner gewesen, wenn wir alle zusammen gefeiert hätten?;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Wenn sie doch nur die Wahrheit gesagt hätte!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Hätte er doch nur auf meinen Rat gehört!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Ach, wenn der Sommer doch nie zu Ende gegangen wäre!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Ich wünschte, wir hätten uns nicht gestritten.;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Wenn die Zeit doch nur langsamer vergangen wäre!;B1.1;Konjunktiv II Vergangenheit: Irreale Wünsche;
Trotz des Regens sind wir spazieren gegangen.;B1.1;Präposition: trotz + Genitiv;
Ich bin zur Arbeit gegangen, trotz meiner starken Kopfschmerzen.;B1.1;Präposition: trotz + Genitiv;
Ich habe ihm geholfen, trotz unserer Meinungsverschiedenheiten.;B1.1;Präposition: trotz + Genitiv;
Wir haben die Reise genossen, trotz einiger kleiner Probleme.;B1.1;Präposition: trotz + Genitiv;
Bist du wirklich geschwommen, trotz der Kälte des Wassers?;B1.1;Präposition: trotz + Genitiv;
Hat er die Prüfung bestanden, trotz seiner mangelnden Vorbereitung?;B1.1;Präposition: trotz + Genitiv;
Warum hast du weitergemacht, trotz der vielen Hindernisse?;B1.1;Präposition: trotz + Genitiv;
Glaubst du ihm, trotz der Tatsache, dass er schon einmal gelogen hat?;B1.1;Präposition: trotz + Genitiv;
Er erreichte das Ziel trotz seiner schweren Verletzung.;B1.1;Präposition: trotz + Genitiv;
Trotz der späten Stunde war die Stadt noch voller Leben.;B1.1;Präposition: trotz + Genitiv;
Das Unternehmen war erfolgreich, trotz der starken Konkurrenz.;B1.1;Präposition: trotz + Genitiv;
Sie behielt ihre optimistische Haltung trotz aller Rückschläge.;B1.1;Präposition: trotz + Genitiv;
Ich nehme einen Regenschirm mit, falls es regnet.;B1.2;Konjunktion: falls;
Falls ich Zeit habe, rufe ich dich später an.;B1.2;Konjunktion: falls;
Ich habe immer etwas Bargeld dabei, falls ich es brauche.;B1.2;Konjunktion: falls;
Falls mein Wecker nicht klingelt, habe ich einen zweiten gestellt.;B1.2;Konjunktion: falls;
Was machst du, falls du den Zug verpasst?;B1.2;Konjunktion: falls;
Wen rufst du an, falls du Hilfe brauchst?;B1.2;Konjunktion: falls;
Haben Sie einen Notfallplan, falls die Technik versagt?;B1.2;Konjunktion: falls;
Was sollen wir tun, falls der Strom ausfällt?;B1.2;Konjunktion: falls;
Falls die Temperatur unter null Grad fällt, müssen die Pflanzen geschützt werden.;B1.2;Konjunktion: falls;
Der Alarm wird ausgelöst, falls jemand die Tür ohne Schlüssel öffnet.;B1.2;Konjunktion: falls;
Das System speichert automatisch eine Sicherungskopie, falls ein Fehler auftritt.;B1.2;Konjunktion: falls;
Falls der Druck im Kessel zu hoch wird, öffnet sich ein Sicherheitsventil.;B1.2;Konjunktion: falls;
Je mehr ich lerne, desto mehr verstehe ich.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je länger ich darüber nachdenke, umso unsicherer werde ich.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Ich finde, je früher man aufsteht, desto mehr schafft man am Tag.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je öfter ich dieses Lied höre, desto besser gefällt es mir.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je mehr man verdient, desto glücklicher ist man?;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je älter man wird, umso weiser wird man wirklich?;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je lauter die Musik, desto besser die Party?;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je weiter man reist, desto mehr lernt man über sich selbst?;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je höher der Berg, desto dünner wird die Luft.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je schneller ein Auto fährt, umso länger ist der Bremsweg.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je mehr Leute an einem Projekt arbeiten, desto komplexer wird die Kommunikation.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Je komplizierter die Aufgabe ist, desto sorgfältiger muss man planen.;B1.2;Zweiteilige Konjunktion: je … desto/umso;
Das ist das Thema, über das ich am meisten nachdenke.;B1.2;Relativsatz mit Präposition;
Ich habe eine Freundin, auf die ich mich immer verlassen kann.;B1.2;Relativsatz mit Präposition;
Das ist der Stift, mit dem ich am liebsten schreibe.;B1.2;Relativsatz mit Präposition;
Ich erinnere mich gerne an die Zeit, in der ich sehr glücklich war.;B1.2;Relativsatz mit Präposition;
Wie heisst der Film, von dem du mir erzählt hast?;B1.2;Relativsatz mit Präposition;
Kennen Sie ein Restaurant, in dem man gut essen kann?;B1.2;Relativsatz mit Präposition;
Wer ist die Person, für die du das Geschenk gekauft hast?;B1.2;Relativsatz mit Präposition;
Was ist der Grund, aus dem Sie gekündigt haben?;B1.2;Relativsatz mit Präposition;
Das ist das Haus, in dem der berühmte Schriftsteller gewohnt hat.;B1.2;Relativsatz mit Präposition;
Die Brücke, über die wir gerade fahren, wurde letztes Jahr gebaut.;B1.2;Relativsatz mit Präposition;
Das ist die Firma, bei der mein Bruder arbeitet.;B1.2;Relativsatz mit Präposition;
Der Computer, mit dem der Fehler entdeckt wurde, wird nun untersucht.;B1.2;Relativsatz mit Präposition;
Ich habe etwas Neues gelernt.;B1.2;Adjektiv als Nomen;
Ich wünsche dir alles Gute zum Geburtstag.;B1.2;Adjektiv als Nomen;
Für mich ist das Wichtigste im Leben die Gesundheit.;B1.2;Adjektiv als Nomen;
Ich habe einen Bekannten getroffen, den ich lange nicht gesehen habe.;B1.2;Adjektiv als Nomen;
Gibt es hier etwas Interessantes zu sehen?;B1.2;Adjektiv als Nomen;
Hast du etwas Wichtiges zu erledigen?;B1.2;Adjektiv als Nomen;
Wer ist der Neue in Ihrer Abteilung?;B1.2;Adjektiv als Nomen;
Was ist das Beste an Ihrem Job?;B1.2;Adjektiv als Nomen;
Der Beamte hat den Antrag geprüft.;B1.2;Adjektiv als Nomen;
Die Reisende fragte nach dem Weg.;B1.2;Adjektiv als Nomen;
Das Schöne an dieser Stadt ist die Architektur.;B1.2;Adjektiv als Nomen;
Ein Blinder kann die Welt nicht mit den Augen sehen.;B1.2;Adjektiv als Nomen;
Ich habe heute mit einem Kollegen aus der Marketingabteilung gesprochen.;B1.2;n-Deklination;
Ich kenne den Namen des neuen Praktikanten noch nicht.;B1.2;n-Deklination;
Ich habe einen Brief an den Präsidenten des Vereins geschrieben.;B1.2;n-Deklination;
Ich bewundere diesen Künstler für seine Kreativität.;B1.2;n-Deklination;
Kennen Sie den Herrn, der dort drüben steht?;B1.2;n-Deklination;
Haben Sie schon mit dem Zeugen gesprochen?;B1.2;n-Deklination;
Wie ist der Name des Pianisten, der gestern gespielt hat?;B1.2;n-Deklination;
Was halten Sie von dem Vorschlag des neuen Studenten?;B1.2;n-Deklination;
Der Polizist befragte den einzigen Zeugen des Unfalls.;B1.2;n-Deklination;
Der Biologe beobachtet das Verhalten der Affen.;B1.2;n-Deklination;
Der Diplomat verhandelte mit dem Präsidenten.;B1.2;n-Deklination;
Der Name des jungen Architekten ist in der Fachwelt bekannt.;B1.2;n-Deklination;
Ich höre oft Musik, während ich arbeite.;B1.2;Konjunktionen: während, bevor, nachdem;
Bevor ich eine wichtige Entscheidung treffe, schlafe ich eine Nacht darüber.;B1.2;Konjunktionen: während, bevor, nachdem;
Nachdem ich geduscht habe, fühle ich mich immer besser.;B1.2;Konjunktionen: während, bevor, nachdem;
Ich putze immer die Küche, nachdem ich gekocht habe.;B1.2;Konjunktionen: während, bevor, nachdem;
Was machst du, während du auf den Bus wartest?;B1.2;Konjunktionen: während, bevor, nachdem;
Überlegen Sie gut, bevor Sie etwas kaufen?;B1.2;Konjunktionen: während, bevor, nachdem;
Wen rufen Sie an, nachdem Sie eine gute Nachricht erhalten haben?;B1.2;Konjunktionen: während, bevor, nachdem;
Was trinken Sie, bevor Sie ins Bett gehen?;B1.2;Konjunktionen: während, bevor, nachdem;
Während der Konferenz wurden viele interessante Themen diskutiert.;B1.2;Konjunktionen: während, bevor, nachdem;
Bevor das Flugzeug startet, müssen alle Passagiere angeschnallt sein.;B1.2;Konjunktionen: während, bevor, nachdem;
Nachdem der Regen aufgehört hatte, kam die Sonne wieder zum Vorschein.;B1.2;Konjunktionen: während, bevor, nachdem;
Er liest die Zeitung, während seine Frau frühstückt.;B1.2;Konjunktionen: während, bevor, nachdem;
Ich fühle mich, als ob ich eine Erkältung bekommen würde.;B1.2;Konjunktionen: als ob, wie wenn;
Manchmal tue ich so, als ob ich alles verstehen würde.;B1.2;Konjunktionen: als ob, wie wenn;
Ich habe so viel gegessen, ich fühle mich, wie wenn ich platzen würde.;B1.2;Konjunktionen: als ob, wie wenn;
Ich tue so, als ob es mir egal wäre, aber das stimmt nicht.;B1.2;Konjunktionen: als ob, wie wenn;
Warum schaust du mich an, als ob du mich nicht kennen würdest?;B1.2;Konjunktionen: als ob, wie wenn;
Fühlt es sich für dich auch so an, wie wenn die Zeit stillstehen würde?;B1.2;Konjunktionen: als ob, wie wenn;
Tust du manchmal so, als ob du beschäftigt wärst?;B1.2;Konjunktionen: als ob, wie wenn;
Siehst du nicht, dass er dich ansieht, wie wenn er etwas sagen wollte?;B1.2;Konjunktionen: als ob, wie wenn;
Er redet, als ob er der Experte für alles wäre.;B1.2;Konjunktionen: als ob, wie wenn;
Sie sieht aus, als ob sie die ganze Nacht nicht geschlafen hätte.;B1.2;Konjunktionen: als ob, wie wenn;
Der Himmel ist so dunkel, wie wenn es gleich ein Gewitter gäbe.;B1.2;Konjunktionen: als ob, wie wenn;
Das Kind schrie, als ob es grosse Schmerzen hätte.;B1.2;Konjunktionen: als ob, wie wenn;
Ich mag sowohl klassische Musik als auch modernen Pop.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Ich spreche sowohl Englisch als auch ein bisschen Französisch.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Ich interessiere mich sowohl für Geschichte als auch für Politik.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Für meinen Urlaub packe ich sowohl Sommerkleidung als auch eine Regenjacke ein.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Mögen Sie sowohl Hunde als auch Katzen?;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Können Sie sowohl am Vormittag als auch am Nachmittag kommen?;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Bietet das Restaurant sowohl vegetarische als auch vegane Gerichte an?;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Sind sowohl der Chef als auch die Sekretärin im Büro?;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Die neue Software ist sowohl für Anfänger als auch für Profis geeignet.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
Das Museum hat sowohl eine Dauerausstellung als auch wechselnde Sonderausstellungen.;B1.2;Zweiteilige Konjunktion: sowohl … als auch;
